pulse_rate,spo2,temperature,stress_label
72.81484618345286,98.49763787981233,36.47755265309845,0.0
89.95991972873789,95.10329746239188,37.67140364192504,1.0
66.69106767615806,98.8982881554297,36.51859273741464,0.0
110.17191630180616,96.24352798783265,38.01724096779434,1.0
97.097013272794,95.915921711623,37.47800159033313,1.0
114.55810289501551,95.48671172613928,37.91710985831861,1.0
73.27182828177028,98.29573211175912,36.730304398267904,0.0
64.64553750969444,99.14282162420162,36.56392166364752,0.0
69.16440959841573,98.31884275613302,36.183177412100285,0.0
72.57523843153024,97.51817630974021,36.53738839389537,0.0
78.76135221711812,99.56492123634571,36.28703944572759,0.0
69.81182648787576,98.12527026983226,36.673529858598286,0.0
75.2682089830392,97.21855697220047,36.569832457686665,0.0
130.2164538760967,95.72941928990608,38.39741112552507,1.0
88.30817873303133,94.74718183946689,37.78669156334653,1.0
71.78893680174141,98.58765715185353,36.96086962195735,0.0
67.20539076364206,96.72879873407757,36.57675419137561,0.0
97.27468157181434,95.89712009418716,38.026025839050725,1.0
67.18137723598012,98.61929135566284,36.467935772105314,0.0
105.78136301398668,94.85684126821802,37.54745351043955,1.0
116.62093396388943,94.34383578847022,37.73485235785894,1.0
63.69558022832477,98.73161616255013,36.574490175924495,0.0
95.85584550341017,95.88420840112474,37.607665721932605,1.0
64.93584439832789,98.04400739746988,36.54709703173788,0.0
106.83197113967472,95.89438916681156,38.04581198044182,1.0
65.31087480042439,98.52841418384271,36.69448125557608,0.0
71.03843843581555,98.58051825540319,36.488515389378335,0.0
104.26524188532036,95.66911725397652,37.53194547224421,1.0
74.3480296005283,98.04782507461283,36.472927522234876,0.0
65.85502494538964,98.03233668244987,36.810389523544586,0.0
63.94491900118772,98.39667818959093,36.416262697702784,0.0
72.8529933429658,97.82839253429357,36.537294062765525,0.0
113.66152843109658,95.10938092603877,37.579730003408685,1.0
75.58647915794064,99.46210666521957,36.949472639583114,0.0
67.74967264260378,99.19723338006408,36.93469041805971,0.0
72.45959585753253,98.02559924117352,36.41409782796152,0.0
89.93479833553133,94.24748157471552,37.698931461964456,1.0
91.01890792137391,94.75152296099006,37.87763094157317,1.0
80.8162736165273,98.6000601663346,36.851429843372514,0.0
110.5632197964024,93.95059783799803,38.02669975162329,1.0
73.80207328072149,98.78493660098718,36.63996208674374,0.0
67.8655946502629,99.2209725723068,36.66226173468858,0.0
100.51513890522152,95.73726155082424,37.46756626252234,1.0
68.80525976566796,97.99822437557803,36.709776767063474,0.0
77.38947022370758,98.27485546414783,36.31122903677329,0.0
63.200719295100406,97.40038669355205,36.51676111902295,0.0
103.0746786037583,95.7114146173165,37.841849338844234,1.0
68.76240682224248,98.47407424206611,36.551700510825846,0.0
70.1050192081638,97.58171463735489,36.684317322122894,0.0
97.38146895408963,95.58842825397915,38.51451405951976,1.0
116.73232687422882,95.45408743759877,37.940693423444536,1.0
99.89373818777204,96.95643512635345,37.858013835577246,1.0
97.25563393191804,96.58068186455921,37.43169601066318,1.0
101.7648206145283,96.25423081131206,37.89344725763934,1.0
101.23100278545697,96.00666146085699,37.75754110879864,1.0
100.79296259283836,95.0794952528117,38.20896869253967,1.0
111.7968959081297,96.00877420056939,37.694766538319534,1.0
94.46294464042732,95.11266083900101,37.675611929828435,1.0
105.24025183331266,94.29049326434942,37.99771630317402,1.0
73.62883311949346,97.97374626493337,36.61639911128271,0.0
106.26209151435016,96.58809272014425,37.862496752587674,1.0
106.05542373417566,95.83414460179152,37.87482530630551,1.0
59.63304883795925,98.24322291172972,36.71640531341695,0.0
76.2787806278676,97.39316650857751,36.783078055112036,0.0
76.52739403577165,98.50724683389036,36.73318485041089,0.0
94.15641997510168,96.45638452066038,37.52173400075648,1.0
72.59673257120586,98.4892831055789,36.39412569836359,0.0
102.13576496202411,95.6660826811205,37.77910996400996,1.0
60.552296345272346,98.22803708283779,36.621150758254295,0.0
62.96669451575889,99.200732264797,36.559105755802776,0.0
69.27819794038028,99.29791499279033,36.71065024399696,0.0
96.26269093825528,96.85954878640696,37.94267653077857,1.0
108.66534491830959,95.97315372140149,37.25788758152045,1.0
110.85104202059993,94.9866665438957,38.008176969957375,1.0
107.58379602894135,96.0523781488972,37.484633991065245,1.0
73.20421430633505,97.8826877441406,36.35164788490368,0.0
74.75211919093024,98.52240290434604,36.77803968222496,0.0
66.16326218555976,98.3534734259937,36.88969984597858,0.0
95.10058689421942,95.92122934693785,37.84120574382211,1.0
70.4982568254382,98.45510315738491,36.74307626308825,0.0
68.93276424144076,98.34266421867513,36.521597472016175,0.0
76.84315778766174,97.1235503874368,36.702850951203565,0.0
69.61449145292949,98.57294077276632,36.53603049534903,0.0
70.05116530509794,98.27851408521364,36.6068304834976,0.0
65.71421221791859,99.47440160044123,36.52851091543791,0.0
123.17947776357505,95.0575281464687,38.006379891615424,1.0
70.23218274078074,98.8134018480672,36.75011583350435,0.0
81.74409424542687,95.56888869460718,37.95543051060899,1.0
102.27273698123136,95.53799477460132,37.912636757288176,1.0
63.929056936061336,97.11717340355229,36.733748331118505,0.0
96.14274546558039,95.61910144313416,37.5064234830034,1.0
72.69455021842329,99.90426502171138,36.762641037349596,0.0
71.8860593753226,98.29979704468393,36.6429426366341,0.0
94.31614744720088,95.97405381907787,37.417730364276956,1.0
66.0373963078365,98.23461058130876,36.62117889062305,0.0
68.3698823391608,99.11883177745274,36.651076751134866,0.0
68.39307079173503,98.28827121945831,36.60995473743619,0.0
121.39849676628741,96.80805311562202,37.73583744973361,1.0
80.95227812904989,97.69755822488692,36.709423823035046,0.0
79.48396491326973,98.89473638403665,36.34848442821708,0.0
104.7133953703483,95.31514441803385,38.19841706669609,1.0
61.20630256788443,98.30623069007775,36.53318455380401,0.0
102.20448538226435,96.28614651421596,38.17336954810657,1.0
75.24504612918444,98.84243099110337,36.818196085037194,0.0
67.94061516938767,98.75715585477133,36.70692581722449,0.0
110.43145032047423,94.74768086681252,37.20033332794162,1.0
73.2510058897933,98.68838885887158,36.72809595904017,0.0
53.79366329965464,98.87712919471245,36.84715643836443,0.0
95.59061330756175,95.56760411655429,37.76729297401096,1.0
90.3465420223518,95.45751455864247,37.74622469239292,1.0
67.57318226085448,97.91525706271817,37.0199443578333,0.0
119.54449538046259,95.59051236564243,37.83023732179344,1.0
114.60425326779098,96.00692881981925,37.50192314532179,1.0
66.59987639210755,98.05272677661735,36.60417729765919,0.0
107.70949854337351,95.52845285922639,38.200165723650166,1.0
121.12220088368512,95.26443539392957,37.9013866662435,1.0
98.9223750601577,95.51550499015842,37.54917249893411,1.0
106.36371016797257,95.3227893896383,37.59398539709901,1.0
101.70805484350255,96.82496660164584,37.82934815241237,1.0
65.1265916488634,96.7504159995885,36.3777084086126,0.0
63.10340385992736,98.28437600106999,36.182594596279586,0.0
57.88060336685522,99.163268523486,36.43073680450686,0.0
100.71746629945872,95.13308909111913,38.424798096632934,1.0
67.41977635891313,98.45753743032977,37.1386067327961,0.0
103.11224010231223,95.80910612307845,37.845420914385514,1.0
95.87193192197809,94.89091578415285,37.733433518612316,1.0
100.80441490989878,95.11458722312521,37.64789740221898,1.0
70.64052207455394,98.9154897055966,36.217549004916044,0.0
120.48123232048184,96.8419016702444,37.41729520200128,1.0
92.45712459707636,96.17147929138528,37.9219866102668,1.0
105.33060505816495,95.41134995177673,37.32533304997605,1.0
74.77571160250619,99.69155046124466,36.43363555835391,0.0
109.29032727613752,95.12065745991683,38.30167977122925,1.0
103.22020082577387,95.93272681484879,37.73841479415112,1.0
110.45655592050105,95.40782061395824,37.3405394054269,1.0
69.90491896048655,98.0964427194913,36.842388797077284,0.0
70.45880388267751,99.55053185344401,36.5721107448638,0.0
114.38205476213956,95.26659309419317,37.925239526946385,1.0
101.70858714307198,94.01852581474027,37.74422265571537,1.0
115.64459923231232,95.7875806380377,37.213485368904514,1.0
93.51272380905178,95.01331938825653,37.826104944117716,1.0
108.4265335390019,95.30074252427757,37.85027103174029,1.0
70.30115104970513,99.10904741148212,36.608183835079146,0.0
66.73335383713145,97.96101873825896,36.333937274852204,0.0
68.77128467957029,97.75632453029718,36.382073392531524,0.0
108.53045721359396,95.63143581229646,37.62005339300404,1.0
68.98903673783053,98.83228876301597,36.77753108517477,0.0
123.46333000492888,96.44740531615693,37.721472512933666,1.0
109.42432068681887,93.89403451140399,38.11114766959747,1.0
56.901274479551276,99.197386773613,36.47646962091313,0.0
85.87756506024449,94.91746247922414,37.33666984552553,1.0
82.31621056242643,98.84697732158082,36.39956250884371,0.0
106.6967468245934,93.94050259574206,37.72254745859057,1.0
97.6698071954902,93.88256108803044,37.67705962686194,1.0
111.77416620173194,95.99510903841852,37.62776979741492,1.0
81.56441047998186,96.51412120895039,38.09281221580678,1.0
70.97044996449154,98.16953659561202,36.859174356372606,0.0
71.01461510425649,98.40598388097062,36.49375714107848,0.0
117.18590897369806,94.01253058267196,37.919795280515736,1.0
73.23844269050346,98.54174125894413,36.44151601580001,0.0
101.88061034752444,95.26209913660551,37.64892911432768,1.0
58.944323454960575,98.47505096239176,36.37760659484517,0.0
75.49388425993595,99.0724364094402,36.95904227118247,0.0
67.77853369961944,98.51455559537278,36.840015791285374,0.0
92.88423752655386,94.70664266924776,38.02309553266205,1.0
64.15660981190234,98.45966684207649,36.401130125078296,0.0
109.10891571384877,94.22328482514071,37.84102399421977,1.0
74.24801048510513,99.08694354211615,36.43834685567182,0.0
69.98198730454716,99.16718753176326,36.26902251275434,0.0
65.76603140965797,98.88503646931719,36.51415111594027,0.0
70.27862456144348,98.54749885736918,36.51139119577431,0.0
108.60980255454807,94.59915683127116,37.818699404885734,1.0
77.7496720250877,99.17486101780185,36.48527964542062,0.0
72.91964092662982,97.93327753605485,36.49475042869652,0.0
69.77206991822251,99.28823517554052,36.5626207683676,0.0
80.66516687328134,97.94980737764443,36.50711914753813,0.0
67.65262807032524,99.23468690072353,36.73184913368648,0.0
101.33721291054009,94.86729456664435,37.97380402792703,1.0
124.88151933343113,94.8630905574508,38.17654373651247,1.0
118.6253808793443,95.91439582111316,38.31664652934246,1.0
73.50154939704495,99.42044011750883,36.724542244780054,0.0
111.73586956361702,95.45167701664248,38.48274762829429,1.0
104.68784384497965,95.50684486465948,38.087379616564704,1.0
67.8372090609019,97.93777473452376,36.60067510131943,0.0
99.46199736587283,95.07219466332454,37.74126441870942,1.0
108.55358661832537,95.58198771372656,37.56863991013521,1.0
59.00597021689959,98.4258361519871,36.79106011164755,0.0
